1.txt,18.5945945946,41.7151162791,8.4302325581,0,0,10.8108108108,4.7965116279,4.9418604651,0,0.1453488372,0.5813953488,0,0.1453488372,0.2906976744,3.488372093,0,0,0.5813953488,14.9709302326,13.8081395349,9.3023255814,0,9.3023255814,0.5813953488,2.0348837209,0.726744186,0,4.3604651163,13.3720930233,1.0174418605,4.5058139535,2.9069767442,0.1453488372,0.5813953488,1.5988372093,0.2906976744,0.726744186,0,9.5930232558,1.0174418605,2.4709302326,5.0872093023,0.4360465116,2.9069767442,0.8720930233,1.4534883721,0.726744186,0.5813953488,0.1453488372,5.3779069767,0.8720930233,2.6162790698,0.5813953488,4.5058139535,4.3604651163,10.0290697674,0.726744186,3.9244186047,1.3081395349,0.2906976744,6.6860465116,7.9941860465,2.761627907,0.5813953488,0,0.2906976744,0.1453488372,0,0,78.6337209302,3.5787923417,2.7598039216,1.1926163724,6988.7555228277,13.4197349043,300.7304860088,29468.1428571429,1675.3343151694,601.3996350365,306.3789279113,324.4251824818,360.2843326886,606.4827586207,312.3170731707
2.txt,7.8977272727,44.3165467626,9.2086330935,0,0,1.1363636364,12.3741007194,3.4532374101,0.1438848921,0,0.1438848921,0.1438848921,0,0,6.9064748201,0,0,0,23.1654676259,16.4028776978,12.0863309353,0.2877697842,12.3741007194,0.4316546763,0.8633093525,1.0071942446,0.2877697842,4.4604316547,12.3741007194,0.5755395683,4.7482014388,3.1654676259,0,0.4316546763,1.5827338129,0.4316546763,0.4316546763,0.5755395683,8.345323741,1.2949640288,3.5971223022,1.726618705,0.1438848921,4.4604316547,1.4388489209,1.726618705,0.5755395683,0.8633093525,0,4.6043165468,1.1510791367,1.726618705,0.4316546763,7.0503597122,2.8776978417,9.928057554,0.8633093525,2.7338129496,1.1510791367,0,5.035971223,2.8776978417,1.726618705,0.4316546763,0.1438848921,0,0,0.2877697842,0,75.8273381295,3.5828402367,2.6359550562,1.2220447284,5842.3357988166,13.3357988166,278.3417159763,22836.2559171598,1665.7855029586,600.4678030303,316.2436149312,338.4904942966,377.282208589,637.625,289.8541666667
3.txt,11.7692307692,46.7973856209,13.4640522876,0,0,1.5384615385,8.2352941176,0.2614379085,0,0.1307189542,0.1307189542,0,0.1307189542,0.2614379085,1.6993464052,0,0,0.2614379085,11.1111111111,12.5490196078,10.8496732026,0.2614379085,11.1111111111,0,0.6535947712,0.6535947712,0.2614379085,4.7058823529,13.0718954248,1.1764705882,2.8758169935,1.3071895425,0.3921568627,0.2614379085,1.568627451,0,0.3921568627,0.1307189542,10.5882352941,0.7843137255,4.8366013072,3.3986928105,0,2.614379085,0.522875817,1.045751634,0.1307189542,0.2614379085,0.522875817,1.6993464052,0.3921568627,0.9150326797,0.1307189542,2.614379085,1.8300653595,12.1568627451,1.1764705882,3.5294117647,1.568627451,0.2614379085,9.9346405229,3.660130719,0.7843137255,0.3921568627,0,0.3921568627,0.1307189542,0,0,71.6339869281,3.9269972452,2.9501246883,1.2711323764,7735.7286501377,12.1666666667,272.1859504132,31204.1377410468,1795.2782369146,599.2802893309,317.6427255985,335.8333333333,368.2365384615,644.9473684211,330.9814814815
4.txt,7.137254902,55.2197802198,12.0879120879,0,0,13.7254901961,7.6923076923,2.7472527473,0,0,2.1978021978,4.3956043956,0,0,5.7692307692,0,0,0,22.8021978022,15.6593406593,7.967032967,0.2747252747,8.2417582418,0.2747252747,3.8461538462,0.5494505495,1.0989010989,2.7472527473,8.7912087912,0.2747252747,7.6923076923,5.4945054945,0.5494505495,1.6483516484,2.1978021978,0.8241758242,0.5494505495,0.5494505495,9.8901098901,0.5494505495,2.7472527473,3.2967032967,0.5494505495,3.8461538462,1.6483516484,0.8241758242,0,0.5494505495,0.2747252747,6.043956044,0.8241758242,4.3956043956,0.2747252747,4.1208791209,1.9230769231,13.1868131868,3.5714285714,2.1978021978,0.5494505495,0.2747252747,2.7472527473,2.1978021978,0.8241758242,0.8241758242,0,0.2747252747,0,0,0,69.5054945055,3.7305555556,2.9452054795,1.26875,4751.8888888889,12.6583333333,270.2972222222,19076.3861111111,1365.6777777778,595.0217391304,309.0763358779,329,365.6088709677,610.8888888889,355.3125
5.txt,15.253968254,39.4380853278,12.174817898,0,0,4.7619047619,5.7232049948,8.5327783559,0.1040582726,0,0.3121748179,0.5202913632,0.7284079084,0.6243496358,5.3069719043,0,0,0.3121748179,22.1644120708,12.5910509886,8.4287200832,0.7284079084,9.1571279917,1.2486992716,0.4162330905,1.8730489074,0.3121748179,4.6826222685,12.5910509886,1.8730489074,3.3298647242,1.5608740895,0.2081165453,0.4162330905,1.7689906348,0.2081165453,0.5202913632,0,6.8678459938,0.6243496358,1.97710718,1.6649323621,0.2081165453,2.9136316337,1.7689906348,2.2892819979,1.144640999,0.5202913632,0.5202913632,4.2663891779,0.9365244537,2.4973985432,0.2081165453,4.7866805411,3.121748179,8.5327783559,0.8324661811,3.95421436,1.0405827263,0.2081165453,5.6191467222,4.0582726327,1.5608740895,1.2486992716,0.1040582726,0.1040582726,0.4162330905,0,0,73.4651404787,3.833511206,2.8972972973,1.2275449102,6466.7961579509,12.8527214514,279.9263607257,26297.9957310566,1567.4290288154,600.3772791024,309.4992805755,332.2272089762,369.2015151515,640.3076923077,312.5833333333
6.txt,6.0666666667,50,15.3846153846,0,0,1.6666666667,16.2087912088,0.5494505495,0,0,0.6868131868,0,0,0,1.510989011,0,0.1373626374,0.6868131868,19.7802197802,13.4615384615,8.9285714286,0.4120879121,9.3406593407,0.1373626374,2.8846153846,0.9615384615,0.8241758242,4.532967033,9.478021978,1.0989010989,5.3571428571,4.532967033,1.0989010989,0.8241758242,0.8241758242,0.2747252747,0.1373626374,0.2747252747,5.7692307692,0.2747252747,1.9230769231,1.9230769231,0.1373626374,3.1593406593,1.510989011,2.3351648352,0.9615384615,1.3736263736,0,7.1428571429,2.1978021978,3.7087912088,0.2747252747,3.2967032967,2.4725274725,12.3626373626,0.9615384615,2.6098901099,0.8241758242,0.5494505495,5.4945054945,4.8076923077,0.6868131868,0.4120879121,0.2747252747,0.8241758242,0.1373626374,0,0,71.4285714286,4.058908046,2.9837587007,1.3483870968,6455.8146551724,12.7873563218,266.8362068966,25618.308908046,1544.9482758621,598.4703632887,309.8519269777,335.9445506692,368.0334728033,599.92,305.0816326531
7.txt,8.9746835443,45.2750352609,14.1043723554,0,0,0,11.1424541608,1.5514809591,0,0,0,0,0,0,0.2820874471,0,0,0.2820874471,13.2581100141,14.6685472496,7.0521861777,0.4231311707,7.4753173484,1.8335684062,1.4104372355,1.8335684062,0.1410437236,4.5133991537,10.8603667137,1.269393512,5.3596614951,4.0902679831,0.2820874471,1.269393512,1.4104372355,0,0.5641748942,0,11.4245416079,1.1283497884,3.2440056417,2.3977433004,0.4231311707,4.9365303244,2.1156558533,2.1156558533,0.9873060649,0.8462623413,0.2820874471,5.6417489422,1.1283497884,4.0902679831,0.1410437236,2.8208744711,3.6671368124,13.8222849083,1.1283497884,2.9619181946,1.1283497884,0.1410437236,4.0902679831,4.6544428773,0.8462623413,0.7052186178,0.7052186178,0,0.2820874471,0.1410437236,0,78.1382228491,3.9199417758,2.7890625,1.281098546,6675.5458515284,13.2489082969,296.2387190684,26893.0014556041,1662.3682678312,601.405204461,295.7131931166,317.947858473,357.2204724409,584.5454545455,326.6666666667
8.txt,11.8205128205,57.7006507592,11.7136659436,0,0,2.5641025641,6.0737527115,6.9414316703,0,0,0.4338394794,2.169197397,0.4338394794,0.8676789588,1.5184381779,0,0,0.4338394794,18.8720173536,11.4967462039,7.8091106291,0.2169197397,8.0260303688,0,1.7353579176,0,0,6.2906724512,11.9305856833,1.9522776573,3.4707158351,1.9522776573,0.2169197397,0.4338394794,1.5184381779,0,0.4338394794,0.4338394794,5.2060737527,0.6507592191,0.6507592191,2.3861171367,0.4338394794,2.8199566161,0.4338394794,3.0368763557,0.6507592191,1.5184381779,0.2169197397,5.4229934924,1.7353579176,2.169197397,0.8676789588,6.0737527115,5.4229934924,8.0260303688,0.2169197397,3.9045553145,1.3015184382,0.8676789588,4.1214750542,4.5553145336,1.0845986985,0.8676789588,0,0.2169197397,0.2169197397,0,0,73.9696312364,3.8612975391,2.9405204461,1.2544987147,7901.5771812081,12.2751677852,269.5682326622,31462.5369127517,1546.322147651,598.6896551724,320.3764705882,337.1925287356,357.3444108761,630.8823529412,280.5769230769
9.txt,271.5,42.3572744015,10.1289134438,0,0,0,0.3683241252,0.7366482505,0,0,0,0,0,0,1.8416206262,0,0,1.1049723757,4.0515653775,15.4696132597,7.3664825046,2.5782688766,9.9447513812,0.1841620626,4.0515653775,0.9208103131,0.1841620626,4.4198895028,10.6813996317,1.1049723757,5.1565377532,1.6574585635,0.5524861878,0.1841620626,3.4990791897,0.9208103131,1.6574585635,0.3683241252,4.6040515654,1.2891344383,0.5524861878,1.8416206262,0.1841620626,1.6574585635,0.9208103131,1.6574585635,0.1841620626,1.2891344383,0,9.3922651934,1.8416206262,6.9981583794,0,5.3406998158,10.1289134438,5.5248618785,0.3683241252,2.394106814,0.5524861878,0.1841620626,9.3922651934,4.6040515654,3.6832412523,0.5524861878,0.1841620626,0.9208103131,1.2891344383,0,0,75.5064456722,3.7950191571,2.7425373134,1.1704545455,7415.9616858238,12.5881226054,296.653256705,31426.7969348659,1677.4770114943,595.564792176,302.6625,322.1274509804,353.3488372093,648.5384615385,280.2083333333
10.txt,11.6666666667,53.8775510204,13.8775510204,0,0,9.5238095238,7.3469387755,0,0.2040816327,0,0.8163265306,0.4081632653,0,0,0.8163265306,0,0,0.2040816327,9.7959183673,12.8571428571,7.9591836735,0.2040816327,8.1632653061,0,4.2857142857,1.8367346939,0.2040816327,5.9183673469,11.6326530612,0.2040816327,6.3265306122,3.4693877551,0.612244898,1.8367346939,2.8571428571,0.4081632653,0.4081632653,0.8163265306,9.5918367347,2.0408163265,3.4693877551,3.0612244898,0.4081632653,4.2857142857,1.0204081633,2.4489795918,0.612244898,1.2244897959,0.4081632653,9.1836734694,1.8367346939,4.4897959184,0.4081632653,5.1020408163,1.6326530612,14.0816326531,2.2448979592,2.8571428571,2.2448979592,0,3.4693877551,2.8571428571,1.6326530612,1.0204081633,0,0.2040816327,0.4081632653,0,0,80.8163265306,3.8661087866,2.8284671533,1.212345679,7199.5418410042,12.5251046025,270.0543933054,28293.3158995816,1487.4644351465,598.2210526316,316.2297297297,339.6447368421,366.9490084986,623.8636363636,301.375
